48	48	123	123	0
4	0	445	2173	1
790	26021	1452	80	1
56	0	3	4	2
358	1167	1454	80	1
719	1523	1453	80	1
838	965	1455	80	1
563	6900	1456	80	1
252	0	3	4	2
150	0	137	137	0
4	0	445	1457	1
4	0	445	2028	1
4	0	445	1819	1
0	0	138	138	0
0	0	3	4	2
1271	5850	1461	80	1
0	0	5353	5353	0
0	0	3	4	2
298	25515	1462	80	1
284	2176	1463	80	1
284	8841	1464	80	1
281	18532	1465	80	1
281	77473	1466	80	1
281	18089	1467	80	1
298	6656	1468	80	1
56	0	3	4	2
281	21992	1469	80	1
494	2147	1470	80	1
281	20703	1471	80	1
281	16222	1472	80	1
4	0	445	4403	1
281	53108	1473	80	1
281	16599	1474	80	1
275	18358	1475	80	1
276	9112	1476	80	1
281	59035	1477	80	1
281	24911	1478	80	1
2656	2168	1050	1723	1
0	0	3	4	2
283	6420	1479	80	1
280	33344	1480	80	1
283	29832	1481	80	1
287	6780	1482	80	1
0	0	1483	80	1
4583	244	3885	25	1
4	0	445	4420	1
297	2720	1060	80	1
84	0	3	4	2
840	10802	1061	80	1
4	0	445	3581	1
4	0	445	16787	1
0	0	3	4	2
30	160	1064	21	1
30	160	1067	21	1
57	218	1070	21	1
163	777	1073	21	1
0	1152	1074	3188	1
0	243	1075	3189	1
4	0	445	2173	1
0	0	8	0	2
196	0	3	4	2
0	2720	1076	3190	1
2676	244	18170	25	1
550	0	36122	59879	1
251	3827	1484	80	1
224	0	3	4	2
2512	244	2922	25	1
0	0	3	4	2
297	1360	1078	80	1
29313	72418	1079	80	1
29100	65847	1080	80	1
251	3827	1485	80	1
4	0	445	1457	1
96	96	123	123	0
6594	16528	1081	80	1
370	4913	1082	80	1
4	0	445	2028	1
0	0	138	138	0
4	0	445	1819	1
56	0	3	4	2
271	4385	1491	80	1
0	0	3708	25	1
0	0	3699	25	1
15	48	3588	25	1
17178	244	3033	25	1
4	0	445	4403	1
1338	3554	1089	80	1
996	175	3731	25	1
48	48	123	123	0
4	0	445	4420	1
4	0	445	3581	1
4	0	445	16787	1
0	0	1452	80	1
48	48	123	123	0
4	0	445	2173	1
4	0	445	1457	1
193	2044	1090	80	1
56	0	3	4	2
60	69	1091	5004	1
89	4563	1092	5004	1
252	0	3	4	2
4	0	445	2028	1
4	0	445	1819	1
0	0	514	514	0
0	0	3	3	2
0	0	2996	1434	0
2766	175	2241	25	1
0	0	3	3	2
0	0	56714	65101	1
0	0	56714	65101	1
0	0	56714	65101	1
0	0	56714	65101	1
0	0	56714	65101	1
0	0	56714	65101	1
0	0	56714	65101	1
0	0	56714	65101	1
0	0	56714	65101	1
0	0	56714	65101	1
0	0	56714	65101	1
0	0	56714	65101	1
0	0	56714	65101	1
0	0	56714	65101	1
0	0	56714	65101	1
0	0	56714	65101	1
0	0	56714	65101	1
0	0	56714	65101	1
0	0	56714	65101	1
0	0	56714	65101	1
0	0	56714	65101	1
0	0	56714	65101	1
0	0	56714	65101	1
4	0	445	4403	1
48	48	123	123	0
0	0	3	4	2
806	0	36123	59879	1
1287	175	4685	25	1
706	1805	1098	80	1
4	0	445	4420	1
4	0	445	3581	1
4	0	445	16787	1
251	3827	1500	80	1
224	0	3	4	2
0	0	138	138	0
0	0	3	4	2
4581	244	2707	25	1
251	3827	1501	80	1
670	1778	1099	80	1
4	0	445	2173	1
4	0	445	1457	1
4	0	445	2028	1
0	0	138	138	0
994	0	137	137	0
4	0	445	1819	1
0	0	55633	137	0
0	0	3	4	2
0	0	10002	137	0
50	229	10002	137	0
50	193	10002	137	0
138	43	27795	139	1
137	43	27794	139	1
4	0	445	4403	1
4	0	445	4420	1
4	0	445	3581	1
4	0	445	16787	1
0	0	1092	5004	1
4	0	445	2173	1
96	96	123	123	0
4	0	445	1457	1
2228	175	4200	25	1
4	0	445	2028	1
4	0	445	1819	1
0	0	3	3	2
0	0	1036	1434	0
550	0	36124	59879	1
1739	4005	1112	80	1
48	48	123	123	0
0	0	3	10	2
0	0	1964	1434	0
251	3827	1517	80	1
224	0	3	4	2
4	0	445	4403	1
2613	175	1697	25	1
251	3827	1522	80	1
0	0	3	3	2
0	0	3761	1434	0
48	48	123	123	0
0	0	11	0	2
4	0	445	4420	1
56	0	3	4	2
272	4385	1526	80	1
136	0	137	137	0
4	0	445	3581	1
544	0	137	137	0
4	0	445	16787	1
4	0	445	2173	1
266743	127376	1531	80	1
4549	175	1176	25	1
0	0	1036	1434	0
4	0	445	1457	1
0	0	3	3	2
0	0	3608	1434	0
8	0	445	2028	1
412	0	138	138	0
4	0	445	1819	1
48	48	123	123	0
19764	22381	1536	80	1
4	0	445	4403	1
1806	175	4491	25	1
4	0	445	4420	1
4	0	445	3581	1
4	0	445	16787	1
297	2720	1126	80	1
56	0	3	4	2
840	10804	1127	80	1
4	0	445	2173	1
569	1607	1128	443	1
16668	304616	1129	80	1
550	0	36125	59879	1
287	3403	1130	80	1
135870	2483078	1131	80	1
0	0	3	3	2
0	0	1104	1434	0
4	0	445	1457	1
4	0	445	1819	1
251	3827	1539	80	1
224	0	3	4	2
1964	175	3497	25	1
251	3827	1543	80	1
4	0	445	4403	1
4	0	445	4420	1
136	0	137	137	0
4	0	445	3581	1
4	0	445	16787	1
96	96	123	123	0
150	0	55638	137	0
0	0	55639	137	0
4	0	445	2173	1
4	0	445	2028	1
4	0	445	1457	1
0	0	138	138	0
4	0	445	1819	1
1406	34069	1139	80	1
469	8820	1144	80	1
48	48	123	123	0
0	0	3	3	2
0	0	3379	1434	0
48	48	123	123	0
2817	244	4167	25	1
4	0	445	4403	1
831	0	36126	59879	1
4	0	445	4420	1
4	0	445	3581	1
140	0	3	3	2
420	0	3	10	2
4	0	445	16787	1
0	0	138	138	0
4	0	445	2173	1
4	0	445	2028	1
140	0	3	3	2
420	0	3	10	2
4	0	445	1457	1
271	4385	1559	80	1
0	0	3	4	2
251	3827	1560	80	1
224	0	3	4	2
1302	175	3769	25	1
4	0	445	1819	1
251	3827	1561	80	1
0	0	3570	139	1
137	0	3569	445	1
0	0	3527	139	1
140	0	3	3	2
420	0	3	10	2
5417	175	18667	25	1
84	0	3	4	2
283	72712	1567	80	1
48	48	123	123	0
0	0	3	3	2
0	0	1302	1434	0
334	9362	1569	80	1
311	16653	1568	80	1
0	0	3	4	2
84	0	3	4	2
478	159	1571	80	1
864	385	1575	80	1
320	2645	1572	80	1
319	506	1574	80	1
335	2434	1573	80	1
566	14926	1570	80	1
196	0	3	4	2
546	35729	1576	80	1
0	0	1420	80	1
268	4385	1577	80	1
0	0	3	4	2
408	56591	1578	80	1
392	155	1579	80	1
388	154	1581	80	1
389	153	1582	80	1
385	155	1580	80	1
390	153	1583	80	1
395	153	1584	80	1
391	153	1585	80	1
392	153	1589	80	1
393	154	1588	80	1
396	155	1587	80	1
388	153	1590	80	1
399	154	1591	80	1
390	153	1586	80	1
410	155	1596	80	1
389	153	1594	80	1
410	155	1593	80	1
389	153	1592	80	1
386	153	1595	80	1
389	153	1597	80	1
387	153	1598	80	1
388	153	1602	80	1
410	155	1600	80	1
410	155	1601	80	1
410	155	1599	80	1
410	155	1604	80	1
410	155	1605	80	1
410	155	1606	80	1
410	155	1603	80	1
410	155	1607	80	1
392	154	1608	80	1
402	155	1614	80	1
391	154	1610	80	1
388	154	1612	80	1
391	154	1609	80	1
389	154	1613	80	1
347	3092	1611	80	1
396	154	1619	80	1
399	154	1618	80	1
393	154	1617	80	1
395	153	1620	80	1
393	154	1616	80	1
398	155	1615	80	1
395	153	1622	80	1
399	154	1625	80	1
392	153	1621	80	1
397	153	1623	80	1
399	154	1626	80	1
398	154	1624	80	1
389	153	1630	80	1
389	153	1629	80	1
405	155	1632	80	1
399	154	1631	80	1
386	154	1627	80	1
399	154	1628	80	1
483	155	1636	80	1
489	155	1635	80	1
399	155	1634	80	1
397	154	1633	80	1
492	154	1638	80	1
492	154	1639	80	1
492	154	1637	80	1
492	154	1641	80	1
295	552	1640	80	1
490	154	1642	80	1
0	0	3	4	2
2680	1065848	1643	1755	1
391	154	1646	80	1
395	155	1645	80	1
473	49771	1644	80	1
392	153	1647	80	1
393	153	1648	80	1
395	153	1653	80	1
393	153	1651	80	1
398	153	1650	80	1
399	155	1652	80	1
394	153	1649	80	1
400	153	1659	80	1
400	153	1658	80	1
401	154	1656	80	1
400	153	1657	80	1
396	154	1654	80	1
391	153	1655	80	1
392	153	1662	80	1
392	153	1663	80	1
396	153	1661	80	1
406	153	1660	80	1
392	153	1664	80	1
392	154	1665	80	1
392	153	1669	80	1
413	155	1668	80	1
392	153	1670	80	1
396	153	1667	80	1
413	155	1671	80	1
392	154	1666	80	1
413	155	1672	80	1
140	0	3	3	2
420	0	3	10	2
441	50360	1673	80	1
50	229	1028	137	0
994	0	137	137	0
8	0	445	4403	1
4	0	445	4420	1
136	0	137	137	0
4	0	445	3581	1
4	0	445	16787	1
0	0	3	3	2
0	0	3858	1434	0
140	0	3	3	2
420	0	3	10	2
4	0	445	2173	1
4	0	445	2028	1
140	0	3	3	2
420	0	3	10	2
4	0	445	1457	1
900	0	3	10	2
0	0	138	138	0
4	0	445	1819	1
2544	1068438	1678	1755	1
84	0	3	4	2
283	74858	1680	80	1
84	0	3	4	2
319	506	1684	80	1
908	385	1683	80	1
478	159	1682	80	1
592	14118	1681	80	1
373	47447	1685	80	1
761	23419	1687	80	1
2944	100220	1686	80	1
140	0	3	3	2
457	1019	1688	80	1
449	2001	1689	80	1
1126	0	3	10	2
56	0	3	4	2
359	20276	1690	80	1
352	781	1691	80	1
426	581	1692	80	1
84	0	3	4	2
550	0	36127	59879	1
454	3659	1693	80	1
378	261	1696	80	1
378	291	1695	80	1
435	370	1697	80	1
435	375	1698	80	1
344	20349	1694	80	1
378	291	1699	80	1
2920	48354	1700	80	1
560	2720	1701	80	1
196	0	3	4	2
499	548	1702	80	1
0	0	3	4	2
381	10661	1703	80	1
4138	175	4535	25	1
11153	29895	1704	80	1
140	0	3	3	2
96	96	123	123	0
4	0	445	4420	1
4	0	445	3581	1
4	0	445	16787	1
0	0	3	4	2
420	0	3	10	2
140	0	3	3	2
4	0	445	2173	1
0	0	3	4	2
2544	1068486	1716	1755	1
4	0	445	2028	1
150	0	137	137	0
0	0	3	3	2
0	0	2969	1434	0
4	0	445	1457	1
7059	244	2727	25	1
140	0	3	3	2
420	0	3	10	2
48	48	123	123	0
4	0	445	1819	1
0	0	3	4	2
0	0	3	4	2
0	0	138	138	0
48	48	123	123	0
150	0	55646	137	0
0	0	55647	137	0
140	0	3	3	2
420	0	3	10	2
4	0	445	4403	1
0	0	5353	5353	0
0	0	3	4	2
2190	175	3411	25	1
568	0	3	10	2
140	0	3	3	2
0	0	3	4	2
4	0	445	4420	1
1319	7982	1721	80	1
56	0	3	4	2
305	39020	1722	80	1
4	0	445	3581	1
112	0	3	4	2
746	12112	1725	80	1
1116	30590	1724	80	1
112	0	3	4	2
4	0	445	16787	1
364	1628	1726	80	1
336	0	3	4	2
359	7640	1727	80	1
361	9602	1728	80	1
0	0	3	4	2
0	0	1700	80	1
1828	8079	1729	80	1
0	0	45385	58468	1
280	0	3	3	2
459	15177	1730	80	1
984	0	3	10	2
4	0	445	2173	1
0	0	1076	3190	1
0	0	1076	3190	1
56	0	3	4	2
0	0	1076	3190	1
550	0	36128	59879	1
4	0	445	2028	1
606	149	1731	80	1
0	0	1076	3190	1
1223	14149	1732	80	1
4	0	445	1457	1
0	0	3	3	2
0	0	3263	1434	0
420	0	3	4	2
603	2441	1733	80	1
210	0	3	3	2
0	0	138	138	0
353	15066	1738	80	1
359	12595	1739	80	1
390	19392	1740	80	1
345	2308	1737	80	1
1204	2372	1735	80	1
1756	2649	1734	80	1
382	109	1736	80	1
56	0	3	4	2
305	39020	1741	80	1
0	0	1076	3190	1
364	1627	1744	80	1
448	107	1745	80	1
449	106	1746	80	1
459	106	1743	80	1
1383	314	1742	80	1
48	48	123	123	0
4	0	445	1819	1
609	0	1747	80	1
609	0	1748	80	1
1272	21666	1749	80	1
596	2465	1755	80	1
3635	1454	1752	80	1
3703	1187	1751	80	1
596	2368	1750	80	1
427	116	1758	80	1
427	116	1761	80	1
427	116	1759	80	1
428	10219	1760	80	1
564	0	3	10	2
596	2720	1763	80	1
596	2630	1762	80	1
597	2720	1765	80	1
596	2483	1764	80	1
4	0	445	4403	1
140	0	3	3	2
2972	2686	1766	80	1
593	453	1767	80	1
271	4385	1771	80	1
56	0	3	4	2
0	0	1073	21	1
0	0	1070	21	1
564	0	3	10	2
4	0	445	4420	1
4	0	445	3581	1
4	0	445	16787	1
140	0	3	3	2
0	0	9483	80	1
4	0	445	2173	1
2840	175	3663	25	1
562	0	3	10	2
4	0	445	2028	1
140	0	3	3	2
56	0	3	4	2
305	39020	1776	80	1
1381	318	1777	80	1
461	106	1778	80	1
364	1628	1779	80	1
0	0	4157	80	1
449	106	1781	80	1
448	107	1780	80	1
168	0	3	4	2
4	0	445	1457	1
4	0	445	1819	1
210	0	3	3	2
420	0	3	10	2
0	0	45919	58606	1
4	0	445	4403	1
1717	244	1407	25	1
96	96	123	123	0
140	0	3	3	2
562	0	3	10	2
1361	175	2814	25	1
0	0	3	4	2
550	0	36129	59879	1
1755	4012	1184	80	1
370	4913	1185	80	1
4	0	445	4420	1
4	0	445	3581	1
0	0	10630	61198	0
4	0	445	16787	1
0	0	138	138	0
420	0	3	10	2
140	0	3	3	2
4	0	445	2173	1
0	0	3	3	2
0	0	6351	1434	0
4	0	445	2028	1
2632	1070372	1790	1755	1
0	0	3	4	2
48	48	123	123	0
4	0	445	1457	1
140	0	3	3	2
420	0	3	10	2
0	0	138	138	0
48	48	123	123	0
4	0	445	1819	1
56	0	3	4	2
507	50176	1794	80	1
319	1409	1795	80	1
307	444	1796	80	1
322	105768	1797	80	1
327	52524	1798	80	1
326	70512	1799	80	1
506	45814	1803	80	1
460	18398	1804	80	1
464	23350	1805	80	1
336	530	1806	80	1
140	0	3	3	2
420	0	3	10	2
523	31152	1807	80	1
343	750	1808	80	1
347	31844	1809	80	1
345	810	1810	80	1
322	325	1811	80	1
6374	244	1314	25	1
4	0	445	4403	1
506	45814	1813	80	1
523	31152	1814	80	1
140	0	3	3	2
420	0	3	10	2
491	56591	1815	80	1
399	154	1816	80	1
410	155	1818	80	1
389	153	1817	80	1
386	153	1819	80	1
410	155	1820	80	1
410	155	1821	80	1
0	0	514	514	0
4	0	445	4420	1
4	0	445	3581	1
4	0	445	16787	1
0	0	32904	1026	0
0	0	32904	1027	0
0	0	32904	1026	0
0	0	3	3	2
544	0	137	137	0
474	50176	1826	80	1
506	49196	1827	80	1
140	0	3	3	2
420	0	3	10	2
455	45990	1828	80	1
2411	175	1622	25	1
4	0	445	2173	1
0	0	55653	137	0
538	36431	1829	80	1
340	58263	1830	80	1
150	0	137	137	0
4	0	445	2028	1
48	48	123	123	0
2728	7145	1198	80	1
0	0	318	80	1
481	70184	1831	80	1
8	0	445	1457	1
312	15087	1832	80	1
293	308	1834	80	1
224	0	3	4	2
297	6197	1833	80	1
293	398	1837	80	1
295	353	1835	80	1
305	10367	1836	80	1
311	25717	1839	80	1
309	23832	1838	80	1
302	692	1840	80	1
303	854	1844	80	1
304	808	1842	80	1
307	9540	1841	80	1
308	26602	1843	80	1
304	11276	1845	80	1
303	663	1846	80	1
301	11367	1847	80	1
301	12302	1848	80	1
299	11197	1850	80	1
822	1087	1849	80	1
479	2540	1851	80	1
306	9267	1852	80	1
112	0	3	4	2
468	355	1853	80	1
302	442	1854	80	1
302	540	1856	80	1
299	350	1855	80	1
299	350	1858	80	1
299	302	1859	80	1
294	341	1857	80	1
309	19609	1860	80	1
301	503	1861	80	1
307	21009	1862	80	1
315	20833	1863	80	1
304	22779	1864	80	1
312	20892	1865	80	1
309	28690	1866	80	1
299	1647	1867	80	1
299	649	1870	80	1
299	5076	1868	80	1
303	9236	1869	80	1
299	417	1871	80	1
288	336	1874	80	1
288	1126	1873	80	1
302	506	1872	80	1
291	386	1875	80	1
306	508	1876	80	1
320	508	1880	80	1
464	6613	1877	80	1
245	5654	1879	80	1
245	5652	1878	80	1
245	5654	1881	80	1
245	5654	1882	80	1
245	5652	1883	80	1
245	5656	1884	80	1
0	0	1885	80	1
245	5655	1886	80	1
0	0	1160	1434	0
245	2720	1885	80	1
4	0	445	1819	1
380	326	1887	80	1
406	142400	1888	80	1
392	0	3	4	2
140	0	3	4	2
1558	21553	1889	80	1
29138	408337	1890	80	1
84	0	3	4	2
112	0	3	4	2
488	25471	1892	80	1
1484	79347	1894	80	1
2680	64942	1893	80	1
26566	269764	1891	80	1
252	0	3	4	2
331	2276	1896	80	1
1101	14502	1895	80	1
331	2256	1898	80	1
0	0	1899	80	1
959	63617	1897	80	1
454	484	1901	80	1
289	632	1902	80	1
284	1267	1900	80	1
56	0	3	4	2
331	3672	1903	80	1
1348	423	1905	80	1
565	4586	1904	80	1
0	0	1906	80	1
375	643	1908	80	1
0	0	1907	80	1
331	538	1909	80	1
376	357	1910	80	1
374	649	1911	80	1
375	655	1912	80	1
376	519	1913	80	1
377	437	1914	80	1
550	0	36130	59879	1
380	437	1915	80	1
381	357	1916	80	1
382	357	1917	80	1
385	357	1918	80	1
386	357	1919	80	1
387	357	1920	80	1
286	315	1921	80	1
388	357	1922	80	1
389	357	1923	80	1
390	357	1924	80	1
360	471	1925	80	1
527	642	1926	80	1
489	481	1927	80	1
84	0	3	4	2
499	19605	1928	80	1
414	35839	1929	80	1
56	0	3	4	2
679	1783	1199	80	1
1032	10743	1931	80	1
259	32941	1930	80	1
112	0	3	4	2
420	4650	1932	80	1
406	417	1934	80	1
591	423	1933	80	1
581	22777	1935	80	1
420	417	1936	80	1
312	142636	1937	80	1
524	25471	1938	80	1
1383	423	1939	80	1
366	131762	1940	80	1
4	0	445	4403	1
367	4664	1941	80	1
367	5375	1942	80	1
382	594	1944	80	1
0	0	1943	80	1
0	0	1945	80	1
380	590	1946	80	1
381	592	1947	80	1
0	0	1948	80	1
410	629	1949	80	1
411	649	1950	80	1
978	5883	1951	80	1
410	629	1952	80	1
411	763	1953	80	1
414	357	1954	80	1
415	357	1955	80	1
416	395	1956	80	1
417	357	1957	80	1
418	395	1958	80	1
419	357	1959	80	1
396	471	1961	80	1
420	357	1960	80	1
561	638	1962	80	1
554	14556	1963	80	1
84	0	3	4	2
412	417	1971	80	1
112	0	3	4	2
600	423	1972	80	1
332	3758	1968	80	1
321	10587	1970	80	1
664	7387	1969	80	1
84	0	3	4	2
332	142469	1973	80	1
84	0	3	4	2
112	0	3	4	2
544	25471	1974	80	1
395	6166	1975	80	1
1403	423	1977	80	1
601	698	1976	80	1
384	114052	1978	80	1
392	155	1981	80	1
385	155	1982	80	1
408	56591	1980	80	1
389	153	1984	80	1
390	153	1985	80	1
388	154	1983	80	1
395	153	1986	80	1
390	153	1988	80	1
391	153	1987	80	1
392	153	1991	80	1
388	153	1992	80	1
396	155	1990	80	1
0	0	1989	80	1
399	154	1993	80	1
393	154	1994	80	1
410	155	1996	80	1
389	153	1995	80	1
389	153	1997	80	1
386	153	1998	80	1
389	153	2000	80	1
387	153	2001	80	1
410	155	1999	80	1
410	155	2002	80	1
410	155	2006	80	1
410	155	2004	80	1
410	155	2007	80	1
388	153	2005	80	1
410	155	2003	80	1
410	155	2009	80	1
410	155	2008	80	1
392	154	2011	80	1
389	154	2015	80	1
410	155	2010	80	1
391	154	2012	80	1
388	154	2014	80	1
391	154	2013	80	1
399	154	2019	80	1
398	155	2017	80	1
402	155	2016	80	1
393	154	2018	80	1
396	154	2021	80	1
393	154	2020	80	1
399	154	2027	80	1
398	154	2026	80	1
397	153	2025	80	1
392	153	2024	80	1
395	153	2022	80	1
395	153	2023	80	1
4	0	445	4420	1
399	154	2028	80	1
399	154	2030	80	1
389	153	2031	80	1
386	154	2029	80	1
389	153	2032	80	1
399	154	2033	80	1
405	155	2034	80	1
397	154	2035	80	1
399	155	2036	80	1
4	0	445	3581	1
136	0	137	137	0
474	50176	2037	80	1
401	153	2039	80	1
